2292,1,2756,14
2293,1,750,7
2294,1,783,8
2295,1,2240,12
2296,1,152,6
2297,1,2743,6
2298,1,2754,5
2299,1,1513,7
2300,1,1225,13
2301,1,1131,9
2302,1,349,6
2303,1,896,10
2304,1,2489,8
2305,1,493,12
2306,1,1715,5
2307,1,1190,5
2308,1,2677,14
2309,1,1212,9
2310,1,667,7
2311,1,2374,8
2312,1,1090,7
2313,1,2593,13
2314,1,2079,9
2315,1,2001,5
2316,1,712,15
2317,1,1494,9
2318,1,2904,14
2319,1,336,9
2320,1,1955,10
2321,1,1101,11
2322,1,1884,13
2323,1,1491,13
2324,1,1668,9
2325,1,421,6
2326,1,1177,5
2327,1,288,8
2328,1,1997,14
2329,1,585,11
2330,1,922,6
2331,1,2413,7
2332,1,137,11
2333,1,2903,14
2334,1,2631,12
2335,1,2794,10
2336,1,1566,14
2337,1,2812,10
2338,1,2269,12
2339,1,2820,12
2340,1,1690,15
2341,1,688,15
2342,1,1197,7
2343,1,2880,8
2344,1,107,6
2345,1,2182,6
2346,1,797,5
2347,1,427,10
2348,1,1137,11
2349,1,963,13
2350,1,1605,13
2351,1,2037,9
2352,1,666,6
2353,1,990,13
2354,1,2999,6
2355,1,2654,7
2356,1,721,7
2357,1,2151,5
2358,1,1835,9
2359,1,1186,13
2360,1,772,11
2361,1,2875,6
2362,1,561,13
2363,1,1071,8
2364,1,114,10
2365,1,2840,10
2366,1,939,10
2367,1,1309,8
2368,1,844,9
2369,1,775,10
2370,1,1862,13
2371,1,448,6
2372,1,1158,9
2373,1,141,6
2374,1,2920,8
2375,1,541,12
2376,1,2333,14
2377,1,1621,7
2378,1,372,12
2379,1,2989,8
2380,1,741,10
2381,1,259,13
2382,1,737,6
2383,1,2598,10
2384,1,519,15
2385,1,1927,9
2386,1,877,11
2387,1,1971,10
2388,1,456,11
2389,1,2045,10
2390,1,566,5
2391,1,518,5
2392,1,2028,13
2393,1,2095,9
2394,1,184,15
2395,1,2196,11
2396,1,1785,6
2397,1,5,11
2398,1,2777,11
2399,1,2459,14
2400,1,2703,9
2401,1,2568,15
2402,1,303,14
2403,1,2644,15
2404,1,2653,8
2405,1,646,6
2406,1,151,10
2407,1,2146,14
2408,1,165,8
2409,1,814,9
2410,1,1355,8
2411,1,1963,7
2412,1,1856,6
2413,1,2481,12
2414,1,860,12
2415,1,1743,13
2416,1,2813,8
2417,1,2178,5
2418,1,1767,10
2419,1,2534,14
2420,1,658,11
2421,1,799,13
2422,1,1311,13
2423,1,2071,14
2424,1,1147,8
2425,1,2278,12
2426,1,1331,5
2427,1,18,12
2428,1,2831,10
2429,1,1213,7
2430,1,1183,6
2431,1,470,13
2432,1,471,8
2433,1,2775,5
2434,1,773,15
2435,1,831,14
2436,1,2713,6
2437,1,1934,6
2438,1,1334,8
2439,1,2787,12
2440,1,1466,11
2441,1,555,11
2442,1,2585,13
2443,1,1076,6
2444,1,2770,12
2445,1,2635,11
2446,1,701,8
2447,1,1695,11
2448,1,1058,7
2449,1,378,5
2450,1,382,8
2451,1,778,14
2452,1,2865,8
2453,1,1338,14
2454,1,249,12
2455,1,459,12
2456,1,863,10
2457,1,1001,7
2458,1,128,15
2459,1,2453,6
2460,1,344,11
2461,1,476,11
2462,1,2927,8
2463,1,1179,14
2464,1,2683,8
2465,1,2439,12
2466,1,1460,13
2467,1,2726,12
2468,1,668,11
2469,1,838,5
2470,1,371,14
2471,1,2600,13
2472,1,2791,7
2473,1,1553,8
2474,1,2847,12
2475,1,2114,11
2476,1,1897,9
2477,1,1655,9
2478,1,2874,9
2479,1,1956,12
2480,1,58,5
2481,1,1110,6
2482,1,206,14
2483,1,351,12
2484,1,450,14
2485,1,286,9
2486,1,811,9
2487,1,2259,11
2488,1,1570,9
2489,1,2852,7
2490,1,2627,13
2491,1,793,13
2492,1,2358,15
2493,1,2941,15
2494,1,2402,6
2495,1,251,7
2496,1,1362,11
2497,1,1226,12
2498,1,1774,8
2499,1,672,10
2500,1,320,10
2501,1,1042,10
2502,1,73,14
2503,1,2695,8
2504,1,2744,7
2505,1,1720,12
2506,1,2980,10
2507,1,89,13
2508,1,1530,13
2509,1,1446,8
2510,1,1391,7
2511,1,2145,15
2512,1,2818,14
2513,1,818,14
2514,1,1372,11
2515,1,1888,15
2516,1,1104,8
2517,1,2822,6
2518,1,1340,9
2519,1,1313,13
2520,1,289,8
2521,1,2272,13
2522,1,2337,9
2523,1,827,5
2524,1,1869,5
2525,1,2539,6
2526,1,2474,15
2527,1,120,12
2528,1,2482,10
2529,1,1803,9
2530,1,1228,15
2531,1,479,12
2532,1,2070,15
2533,1,632,15
2534,1,2010,15
2535,1,949,15
2536,1,2391,10
2537,1,1031,6
2538,1,720,7
2539,1,254,11
2540,1,2141,10
2541,1,350,12
2542,1,834,11
2543,1,1925,12
2544,1,1251,8
2545,1,2169,5
2546,1,1209,11
2547,1,1681,12
2548,1,2673,10
2549,1,1408,6
2550,1,2578,14
2551,1,2667,6
2552,1,983,5
2553,1,2248,10
2554,1,1006,11
2555,1,402,10
2556,1,2868,14
2557,1,2740,12
2558,1,1204,12
2559,1,2731,10
2560,1,2752,7
2561,1,626,14
2562,1,2445,14
2563,1,1747,7
2564,1,1821,13
2565,1,2188,15
2566,1,2871,14
2567,1,1896,14
2568,1,2009,14
2569,1,2088,8
2570,1,14,10
2571,1,329,6
2572,1,1476,10
2573,1,1642,8
2574,1,2428,11
2575,1,2229,13
2576,1,2200,8
2577,1,1523,9
2578,1,432,7
2579,1,1166,15
2580,1,694,11
2581,1,1097,9
2582,1,2405,12
2583,1,835,11
2584,1,377,5
2585,1,553,12
2586,1,2383,12
2587,1,1296,5
2588,1,1385,13
2589,1,1469,12
2590,1,2866,14
2591,1,2416,7
2592,1,2055,14
2593,1,2101,9
2594,1,455,15
2595,1,512,5
2596,1,1098,5
2597,1,1791,5
2598,1,912,6
2599,1,2588,7
2600,1,2324,7
2601,1,2679,8
2602,1,2816,11
2603,1,2884,10
2604,1,1804,12
2605,1,1438,15
2606,1,61,13
2607,1,2340,6
2608,1,2049,8
2609,1,2987,7
2610,1,2793,9
2611,1,540,6
2612,1,606,5
2613,1,703,7
2614,1,2470,12
2615,1,482,12
2616,1,2019,8
2617,1,451,13
2618,1,1627,12
2619,1,177,9
2620,1,611,5
2621,1,1863,7
2622,1,2202,13
2623,1,367,12
2624,1,1092,7
2625,1,2121,12
2626,1,1310,6
2627,1,1483,10
2628,1,2021,6
2629,1,941,9
2630,1,140,14
2631,1,2461,7
2632,1,2995,15
2633,1,2471,6
2634,1,95,8
2635,1,2408,12
2636,1,1667,13
2637,1,1419,6
2638,1,2751,10
2639,1,496,6
2640,1,1019,13
2641,1,2118,5
2642,1,2707,11
2643,1,1321,5
2644,1,804,8
2645,1,2844,11
2646,1,906,6
2647,1,1060,5
2648,1,2796,8
2649,1,959,10
2650,1,495,6
2651,1,236,6
2652,1,753,8
2653,1,1583,6
2654,1,2891,13
2655,1,2734,15
2656,1,1592,11
2657,1,1069,13
2658,1,2918,10
2659,1,2774,11
2660,1,1142,15
2661,1,2339,14
2662,1,2508,12
2663,1,926,7
2664,1,205,9
2665,1,1999,9
2666,1,1433,13
2667,1,389,11
2668,1,1777,7
2669,1,2366,15
2670,1,363,15
2671,1,2697,11
2672,1,87,7
2673,1,1672,12
2674,1,726,5
2675,1,1040,6
2676,1,1744,13
2677,1,1004,10
2678,1,1457,14
2679,1,1533,9
2680,1,1820,13
2681,1,1500,7
2682,1,374,6
2683,1,1671,13
2684,1,103,15
2685,1,2768,13
2686,1,1935,6
2687,1,2807,10
2688,1,438,15
2689,1,390,15
2690,1,1507,15
2691,1,648,12
2692,1,2002,11
2693,1,1083,11
2694,1,240,7
2695,1,2689,9
2696,1,751,9
2697,1,1952,6
2698,1,1922,12
2699,1,324,8
2700,1,2802,8
2701,1,220,11
2702,1,1428,8
2703,1,1238,14
2704,1,1659,11
2705,1,44,15
2706,1,370,14
2707,1,2634,8
2708,1,533,9
2709,1,2637,10
2710,1,1846,11
2711,1,135,8
2712,1,2111,5
2713,1,2221,6
2714,1,879,12
2715,1,669,10
2716,1,1383,14
2717,1,1180,5
2718,1,202,14
2719,1,1996,8
2720,1,1876,10
2721,1,572,9
2722,1,2597,10
2723,1,2797,8
2724,1,1210,13
2725,1,978,10
2726,1,1960,11
2727,1,682,8
2728,1,1979,7
2729,1,1167,9
2730,1,742,6
2731,1,2128,15
2732,1,244,15
2733,1,2183,15
2734,1,2038,7
2735,1,1342,7
2736,1,2085,11
2737,1,22,14
2738,1,1139,5
2739,1,670,13
2740,1,1492,5
2741,1,2851,10
2742,1,2237,10
2743,1,430,15
2744,1,531,15
2745,1,730,5
2746,1,2659,12
2747,1,2286,6
2748,1,507,11
2749,1,607,7
2750,1,2034,13
2751,1,2460,13
2752,1,2023,11
2753,1,1574,10
2754,1,1660,15
2755,1,1946,12
2756,1,1828,7
2757,1,2702,6
2758,1,649,14
2759,1,2881,5
2760,1,1728,13
2761,1,2755,15
2762,1,1271,15
2763,1,2860,12
2764,1,2261,13
2765,1,2671,7
2766,1,974,10
2767,1,238,11
2768,1,859,5
2769,1,2982,6
2770,1,2226,12
2771,1,1522,6
2772,1,195,14
2773,1,622,10
2774,1,1265,14
2775,1,757,13
2776,1,435,10
2777,1,1832,5
2778,1,2444,9
2779,1,2501,8
2780,1,1307,13
2781,1,740,7
2782,1,1410,8
2783,1,1111,14
2784,1,1297,10
2785,1,1,9
2786,1,30,15
2787,1,591,7
2788,1,2223,8
2789,1,2107,15
2790,1,820,9
2791,1,2147,12
2792,1,2898,15
2793,1,809,10
2794,1,2915,6
2795,1,97,15
2796,1,604,15
2797,1,989,13
2798,1,368,6
2799,1,810,10
2800,1,643,13
2801,1,210,6
2802,1,2985,7
2803,1,1351,7
2804,1,593,9
2805,1,536,7
2806,1,2926,11
2807,1,2981,6
2808,1,1046,5
2809,1,2273,13
2810,1,1966,7
2811,1,2623,11
2812,1,1806,5
2813,1,158,9
2814,1,327,7
2815,1,2763,13
2816,1,930,6
2817,1,1143,10
2818,1,571,11
2819,1,345,14
2820,1,824,9
2821,1,1272,9
2822,1,1639,5
2823,1,1742,9
2824,1,208,14
2825,1,74,14
2826,1,2609,8
2827,1,614,15
2828,1,886,12
2829,1,1375,15
2830,1,2126,15
2831,1,2682,5
2832,1,609,12
2833,1,1616,5
2834,1,2311,7
2835,1,521,11
2836,1,2057,13
2837,1,1262,7
2838,1,1535,7
2839,1,2640,6
2840,1,219,10
2841,1,2992,8
2842,1,1794,10
2843,1,1598,11
2844,1,2955,12
2845,1,1288,10
2846,1,1623,13
2847,1,2209,14
2848,1,237,8
2849,1,1542,5
2850,1,1364,6
2851,1,1520,6
2852,1,2503,13
2853,1,2247,12
2854,1,2349,12
2855,1,1871,13
2856,1,867,7
2857,1,1219,14
2858,1,550,13
2859,1,1221,11
2860,1,1451,12
2861,1,2928,9
2862,1,1112,11
2863,1,2612,13
2864,1,1901,8
2865,1,1493,13
2866,1,2965,6
2867,1,2297,5
2868,1,891,10
2869,1,639,13
2870,1,1201,6
2871,1,800,6
2872,1,1073,5
2873,1,1067,15
2874,1,1962,12
2875,1,1293,11
2876,1,2660,6
2877,1,1468,14
2878,1,855,9
2879,1,16,8
2880,1,2680,13
2881,1,2940,5
2882,1,413,5
2883,1,2172,7
2884,1,40,13
2885,1,1717,8
2886,1,1872,11
2887,1,127,15
2888,1,2092,5
2889,1,1751,7
2890,1,250,10
2891,1,1377,7
2892,1,2411,6
2893,1,2621,5
2894,1,1020,11
2895,1,1514,15
2896,1,484,8
2897,1,2450,13
2898,1,647,15
2899,1,2804,13
2900,1,1284,10
2901,1,331,6
2902,1,1838,15
2903,1,892,6
2904,1,314,15
2905,1,1556,14
2906,1,1557,14
2907,1,1051,10
2908,1,1398,13
2909,1,2256,13
2910,1,321,14
2911,1,1596,12
2912,1,2371,11
2913,1,599,13
2914,1,1349,13
2915,1,905,9
2916,1,1654,15
2917,1,1981,15
2918,1,2862,12
2919,1,2185,13
2920,1,2978,12
2921,1,2823,12
2922,1,1050,14
2923,1,1986,14
2924,1,570,15
2925,1,722,14
2926,1,2968,9
2927,1,1070,5
2928,1,1405,11
2929,1,56,6
2930,1,338,12
2931,1,2378,14
2932,1,2348,9
2933,1,2295,5
2934,1,1765,12
2935,1,2705,8
2936,1,2511,10
2937,1,71,10
2938,1,574,5
2939,1,1909,13
2940,1,2103,13
2941,1,319,10
2942,1,1368,11
2943,1,1975,8
2944,1,2525,12
2945,1,575,12
2946,1,888,5
2947,1,1674,6
2948,1,1056,15
2949,1,2613,15
2950,1,1762,14
2951,1,771,15
2952,1,2543,11
2953,1,1206,10
2954,1,420,5
2955,1,1024,13
2956,1,1066,6
2957,1,1255,6
2958,1,2455,5
2959,1,6,11
2960,1,1030,8
2961,1,2572,5
2962,1,1759,14
2963,1,461,14
2964,1,1064,11
2965,1,691,6
2966,1,1481,12
2967,1,2394,11
2968,1,734,9
2969,1,2205,9
2970,1,2398,9
2971,1,1501,12
2972,1,309,8
2973,1,2068,6
2974,1,2669,10
2975,1,2760,5
2976,1,2896,10
2977,1,996,14
2978,1,1115,7
2979,1,2396,14
2980,1,1379,10
2981,1,1325,7
2982,1,2538,13
2983,1,2162,12
2984,1,1873,12
2985,1,489,8
2986,1,1701,12
2987,1,2633,9
2988,1,2603,9
2989,1,674,13
2990,1,2873,11
2991,1,334,11
2992,1,2217,8
2993,1,2917,5
2994,1,1417,6
2995,1,2046,12
2996,1,1906,6
2997,1,2706,15
2998,1,1324,12
2999,1,577,10
3000,1,1643,13
2101,1,1428,9
2102,1,1659,14
2103,1,581,6
2104,1,447,8
2105,1,458,10
2106,1,1043,15
2107,1,1292,5
2108,1,2427,7
2109,1,652,7
2110,1,871,14
2111,1,1128,13
2112,1,2173,5
2113,1,2332,15
2114,1,2654,9
2115,1,1960,15
2116,1,2498,14
2117,1,985,5
2118,1,970,7
2119,1,972,14
2120,1,2203,11
2121,1,663,14
2122,1,2313,13
2123,1,1187,13
2124,1,1345,11
2125,1,2004,12
2126,1,2272,6
2127,1,1525,6
2128,1,529,7
2129,1,2241,7
2130,1,2299,5
2131,1,1621,14
2132,1,1422,6
2133,1,2676,7
2134,1,2630,13
2135,1,1212,8
2136,1,2963,12
2137,1,2247,9
2138,1,974,7
2139,1,227,15
2140,1,451,15
2141,1,2990,11
2142,1,18,14
2143,1,874,6
2144,1,1910,10
2145,1,48,14
2146,1,2991,13
2147,1,2730,14
2148,1,1068,5
2149,1,184,5
2150,1,503,7
2151,1,1314,7
2152,1,200,7
2153,1,2760,8
2154,1,1500,9
2155,1,2714,5
2156,1,2081,13
2157,1,183,10
2158,1,922,15
2159,1,1504,6
2160,1,1844,13
2161,1,1610,12
2162,1,2443,13
2163,1,2864,12
2164,1,2351,6
2165,1,1067,13
2166,1,2677,15
2167,1,1076,12
2168,1,2211,10
2169,1,2591,15
2170,1,88,12
2171,1,1575,11
2172,1,493,5
2173,1,2913,11
2174,1,1386,13
2175,1,108,10
2176,1,2971,9
2177,1,1078,12
2178,1,1978,13
2179,1,2741,6
2180,1,2331,15
2181,1,2290,15
2182,1,2590,10
2183,1,2815,14
2184,1,2609,5
2185,1,2750,7
2186,1,481,6
2187,1,1053,13
2188,1,624,14
2189,1,2775,11
2190,1,1089,8
2191,1,1667,11
2192,1,934,14
2193,1,859,7
2194,1,2611,8
2195,1,713,10
2196,1,976,9
2197,1,2353,9
2198,1,2935,8
2199,1,2023,7
2200,1,679,15
2201,1,1541,11
2202,1,449,7
2203,1,2825,15
2204,1,492,12
2205,1,1170,14
2206,1,2075,8
2207,1,1360,12
2208,1,1748,11
2209,1,499,13
2210,1,2691,13
2211,1,2647,5
2212,1,2499,10
2213,1,320,8
2214,1,2916,9
2215,1,2689,10
2216,1,2951,12
2217,1,1130,12
2218,1,765,11
2219,1,580,14
2220,1,2318,14
2221,1,425,6
2222,1,2988,15
2223,1,2536,7
2224,1,902,8
2225,1,171,11
2226,1,2095,7
2227,1,1080,11
2228,1,45,8
2229,1,2772,12
2230,1,2281,6
2231,1,1785,14
2232,1,1826,7
2233,1,1549,12
2234,1,829,9
2235,1,1056,15
2236,1,2090,6
2237,1,2947,5
2238,1,50,11
2239,1,355,9
2240,1,2463,11
2241,1,1947,10
2242,1,648,8
2243,1,2794,6
2244,1,192,9
2245,1,450,7
2246,1,2206,8
2247,1,1726,14
2248,1,1555,7
2249,1,678,13
2250,1,1063,8
2251,1,895,8
2252,1,210,5
2253,1,1743,8
2254,1,1927,10
2255,1,2859,6
2256,1,2485,5
2257,1,255,6
2258,1,605,5
2259,1,2133,9
2260,1,2456,7
2261,1,1238,13
2262,1,1903,6
2263,1,165,8
2264,1,2488,9
2265,1,467,11
2266,1,2449,11
2267,1,1339,5
2268,1,1496,11
2269,1,2687,6
2270,1,1477,7
2271,1,2445,15
2272,1,616,9
2273,1,2726,10
2274,1,1690,6
2275,1,344,11
2276,1,2007,11
2277,1,2921,6
2278,1,2093,15
2279,1,2605,9
2280,1,251,7
2281,1,724,13
2282,1,853,14
2283,1,1538,14
2284,1,1641,14
2285,1,514,11
2286,1,1398,9
2287,1,543,7
2288,1,2398,8
2289,1,1738,11
2290,1,2356,8
2291,1,473,12
2292,1,2494,15
2293,1,1228,13
2294,1,188,6
2295,1,1830,7
2296,1,636,15
2297,1,823,9
2298,1,2376,15
2299,1,2011,9
2300,1,217,13
2301,1,2745,8
2302,1,211,15
2303,1,2842,12
2304,1,1270,11
2305,1,905,9
2306,1,2701,5
2307,1,359,5
2308,1,1505,13
2309,1,1214,10
2310,1,1208,10
2311,1,711,9
2312,1,2665,5
2313,1,671,6
2314,1,2196,11
2315,1,24,8
2316,1,669,7
2317,1,1460,6
2318,1,1411,11
2319,1,1670,14
2320,1,305,10
2321,1,2597,10
2322,1,231,12
2323,1,2489,13
2324,1,2578,7
2325,1,2030,13
2326,1,999,6
2327,1,2336,12
2328,1,912,6
2329,1,1790,5
2330,1,2472,11
2331,1,2620,12
2332,1,2873,7
2333,1,1625,11
2334,1,978,13
2335,1,1558,5
2336,1,1883,15
2337,1,437,5
2338,1,2077,14
2339,1,1603,11
2340,1,2424,6
2341,1,2197,9
2342,1,706,7
2343,1,1383,5
2344,1,2747,11
2345,1,1324,7
2346,1,195,10
2347,1,1619,15
2348,1,1891,13
2349,1,2512,5
2350,1,1817,9
2351,1,1986,5
2352,1,233,15
2353,1,2002,9
2354,1,2588,15
2355,1,397,12
2356,1,676,14
2357,1,1800,7
2358,1,950,10
2359,1,2369,11
2360,1,1878,10
2361,1,2724,13
2362,1,1204,14
2363,1,917,9
2364,1,1611,7
2365,1,1420,6
2366,1,2412,9
2367,1,393,6
2368,1,1987,7
2369,1,2503,8
2370,1,376,10
2371,1,1675,6
2372,1,2830,8
2373,1,2975,7
2374,1,181,5
2375,1,2546,15
2376,1,2419,7
2377,1,1126,14
2378,1,767,5
2379,1,2903,14
2380,1,252,9
2381,1,27,15
2382,1,457,15
2383,1,2615,11
2384,1,1694,6
2385,1,85,6
2386,1,1356,11
2387,1,1335,13
2388,1,298,5
2389,1,1338,12
2390,1,1009,11
2391,1,2979,15
2392,1,1445,7
2393,1,898,14
2394,1,1305,7
2395,1,1382,14
2396,1,2510,11
2397,1,2483,14
2398,1,199,6
2399,1,1591,14
2400,1,1384,6
2401,1,2264,9
2402,1,1599,15
2403,1,110,9
2404,1,1041,8
2405,1,2833,13
2406,1,1566,14
2407,1,1004,11
2408,1,1451,8
2409,1,1786,10
2410,1,1920,14
2411,1,2226,10
2412,1,1272,5
2413,1,833,6
2414,1,484,14
2415,1,1389,7
2416,1,1450,14
2417,1,4,9
2418,1,526,7
2419,1,501,7
2420,1,1186,6
2421,1,2563,14
2422,1,2662,7
2423,1,530,15
2424,1,862,5
2425,1,1396,14
2426,1,1914,9
2427,1,562,14
2428,1,2150,8
2429,1,1902,15
2430,1,2666,6
2431,1,2619,12
2432,1,2799,14
2433,1,670,15
2434,1,2841,15
2435,1,1520,11
2436,1,2644,9
2437,1,903,9
2438,1,1851,6
2439,1,2766,12
2440,1,118,7
2441,1,1142,9
2442,1,1857,14
2443,1,1713,10
2444,1,728,7
2445,1,2857,15
2446,1,2389,12
2447,1,7,6
2448,1,2374,6
2449,1,2710,7
2450,1,2722,7
2451,1,716,12
2452,1,1616,5
2453,1,463,12
2454,1,2139,6
2455,1,1432,13
2456,1,426,5
2457,1,2756,8
2458,1,1343,7
2459,1,261,11
2460,1,1485,11
2461,1,2471,8
2462,1,1508,10
2463,1,995,12
2464,1,343,8
2465,1,2911,6
2466,1,1458,8
2467,1,1334,11
2468,1,816,12
2469,1,2392,10
2470,1,806,7
2471,1,2623,5
2472,1,2040,9
2473,1,2696,7
2474,1,1006,8
2475,1,2532,7
2476,1,256,15
2477,1,1153,7
2478,1,787,9
2479,1,896,9
2480,1,1880,8
2481,1,1264,14
2482,1,453,11
2483,1,2330,10
2484,1,748,14
2485,1,1531,11
2486,1,2919,10
2487,1,1768,6
2488,1,596,9
2489,1,2008,12
2490,1,1282,8
2491,1,1990,11
2492,1,2806,8
2493,1,752,15
2494,1,1559,13
2495,1,2301,12
2496,1,1050,9
2497,1,1595,12
2498,1,2233,15
2499,1,1614,13
2500,1,1589,5
2501,1,2057,9
2502,1,287,7
2503,1,2958,10
2504,1,2019,11
2505,1,1011,5
2506,1,2883,14
2507,1,1888,5
2508,1,2769,11
2509,1,549,6
2510,1,2217,11
2511,1,1197,12
2512,1,1201,6
2513,1,2912,10
2514,1,2214,7
2515,1,2728,5
2516,1,553,9
2517,1,721,14
2518,1,2548,12
2519,1,2849,13
2520,1,294,8
2521,1,328,15
2522,1,967,8
2523,1,215,15
2524,1,2000,15
2525,1,930,11
2526,1,2575,11
2527,1,2407,5
2528,1,2927,11
2529,1,740,8
2530,1,2178,10
2531,1,1498,11
2532,1,2320,15
2533,1,909,13
2534,1,2765,10
2535,1,1783,5
2536,1,1930,10
2537,1,715,8
2538,1,2017,11
2539,1,382,11
2540,1,1542,14
2541,1,1642,6
2542,1,2350,12
2543,1,1543,13
2544,1,444,6
2545,1,2881,13
2546,1,1207,5
2547,1,2372,10
2548,1,1086,5
2549,1,368,12
2550,1,1760,9
2551,1,2759,10
2552,1,2925,5
2553,1,1565,10
2554,1,313,12
2555,1,132,6
2556,1,386,7
2557,1,2890,15
2558,1,5,7
2559,1,879,8
2560,1,353,8
2561,1,1303,8
2562,1,319,14
2563,1,2977,12
2564,1,1161,5
2565,1,1353,8
2566,1,1388,8
2567,1,466,6
2568,1,1191,9
2569,1,1189,15
2570,1,2188,15
2571,1,2823,5
2572,1,1601,8
2573,1,619,5
2574,1,719,10
2575,1,146,12
2576,1,2638,12
2577,1,103,15
2578,1,1300,12
2579,1,2080,15
2580,1,651,6
2581,1,242,15
2582,1,2789,13
2583,1,2511,13
2584,1,2234,6
2585,1,650,15
2586,1,522,7
2587,1,2222,8
2588,1,675,15
2589,1,2784,15
2590,1,1522,8
2591,1,277,10
2592,1,2413,12
2593,1,186,6
2594,1,801,6
2595,1,1574,7
2596,1,2003,13
2597,1,1742,8
2598,1,518,10
2599,1,2819,5
2600,1,2751,6
2601,1,2658,7
2602,1,364,15
2603,1,2844,15
2604,1,2866,8
2605,1,733,7
2606,1,296,7
2607,1,2571,5
2608,1,906,10
2609,1,694,14
2610,1,1255,12
2611,1,240,5
2612,1,825,5
2613,1,2470,11
2614,1,36,15
2615,1,143,5
2616,1,2642,14
2617,1,2541,14
2618,1,2692,13
2619,1,2923,9
2620,1,996,8
2621,1,139,14
2622,1,1085,10
2623,1,2482,6
2624,1,307,10
2625,1,520,7
2626,1,194,7
2627,1,1889,14
2628,1,2310,11
2629,1,23,15
2630,1,683,8
2631,1,2650,14
2632,1,31,7
2633,1,280,14
2634,1,1021,7
2635,1,2103,12
2636,1,2704,15
2637,1,844,11
2638,1,445,10
2639,1,124,11
2640,1,2062,12
2641,1,951,10
2642,1,881,10
2643,1,608,7
2644,1,2258,9
2645,1,2931,6
2646,1,1008,13
2647,1,645,11
2648,1,807,9
