29,6337,kF72oCkqe988IgLP77JT,12.35,8PgNLHnCnue3Ujl7XSyfxTT8fKsiobZi
30,4265,Hh3MNvyxGfOiTu1TSKzL0,58.69,kIGgbzJQfnX3l7OuoeNhODieYaWXBKMg4V89c9WWck75
31,1596,scShpuFCybg96DDswgNDNBFS,58.17,4gJp9yK11FEJdWYq6235originalx4WltBLzxHUIBi
32,5437,jRP2dKvK1yF1Pe8YGjvZAixq,16.32,eCpiF30Gd9mKAMwXet4gicBpHaZ725sza
33,8000,VHrC1aUKbAG8NXrDOySVEKn,30.18,pDAnoriginal2O4dPK7IwQMoKTqMAxmhi
34,6103,fWvsUmUyCvTEiI,2.34,7pJrHVPKYud3eW7mevNYSgC8ZvtNJx7YXOyUvEVmHZ3
35,4129,3G4unwlBRWnFjIuKAt,8.11,lpwRSPWvqpIq4ZJV1sRKc1jMqtaKTwA7gsDVy
36,2869,i4sj7zhnbalBvzbS09GqJ,9.48,4OqzoRfSkuiqT6Y9xEExTbk7yzR386Cr0EnYOa
37,2061,FWBIa4Yv1amVE5543vG,64.46,WWGLpAI0pmKk5pkKBCKC6tq91zOKrfBleoHAULmPQjmb
38,6170,Y3fCRqq8n2verNXwNEoaGsu,53.51,PRWgNQkcET2jEAaZqJnqUzF0u1THkiZWWik
39,7624,WU0g3ziGxQMc9u96U4viPVC,92.81,HiuxwPEO5mju3BcXroWRYSCk73Br1um
40,3260,Wn3clOfrhBlReBbz,39.94,3Nc6EqMmzAbS4HAJ32oiq2y6rqQNnZsNRKpn9T
41,3425,042GM4NO3EcKxUXP,90.21,iftCpoKWTL56YyGu7drO0S1BAH
42,4411,xp7dMh7et1uWypJgkiNjP,73.68,kUgfatpUCYdo6YKIRH85MAMcSoX6Ythjrw9A
43,830,zoR6pe8F4jV0WG,19.12,K94KTWntgCwqOSwpzvvRJ71HWrz2OQmbFMxmE
44,1450,YQvUu01PODxgVwOe8WH4B,82.27,uayPZLoHJLrYqgyF0EnAqpALjXnheckVgABMeyQ
45,5904,SwDJca61mkvt9alk11y707W,16.00,fK5GvNS3b6zHPwd9CrbTXX1eUoLD
46,4012,o71Q9sX2etL9Rx,65.95,8fRHjB4xRfvg5WijHYUaCMyDvm
47,1143,gwYGxxTdG8cYvoZFE,43.99,ZmRuHXy3vm6KQ6jDM0gUqk6lFe4rcQ5EiqbHqp0dwkxD2MJ8Y
48,5082,mL8KCCgvHvkuBqL2iP,28.04,AVfjN3TrK4WDhWRb4KDVL58FFFcyCjiEqXHQ5Haw
49,4989,09GYJuHB0JXyBme3p1,22.72,qPYLis6UhiH0XftuYyHeSwaTjXwxOoY6dM4JPVs
50,3439,DlGPnRWejhzhmBI0Y,73.08,BkrvTteRHGgKRNlvLIANllzlEkelEBlyODRdLJ09Vj
51,5197,ltrY4kOD5RuAyBp4xllc,29.88,8pYbRIhrxEDz6Iaus2Dnxcf4zv1OTCuHoriginalHU
52,2280,2zlSIb3lN9Zk0hd4c7wuAI,46.65,GbSIznHJi1Ifhm7stDYe9DOj9Y2QpNnlouSdZCLyl8lIiHT
53,671,tupuJnsxmztR1t9,72.88,2SFQ48rsqEhrivyRYxj8NZd91kUctcPW
54,7113,GpcA3Qk6jkkLqA4v,26.21,1Pe6R2MJK9XxBO7Cpr1nsRJbXfwTPQ
55,5968,tg2BmBlJ6Qt4t8rVCGXsx57,12.47,HYoriginalM3TnHYF1s3hB1ayWTnamU5uHpuekfbOQVQN81r
56,8298,uTxWTS4BjBOpaueG6RZE5ad7,27.08,W6tToNhNMnPX8e9skdjIWlpsfoNf2bRh7e
57,3480,hg32SWNY0NXpJvBbD4Lt24h8,60.49,0L7qYXGaMQ9evwMgedLdHIaY0Fypfq
58,8577,MhjXqZwG49feSTHX13,21.44,lUX6uwy1ZoDa9FAw0VFh20fKSQQQ1NU31SrRwJZd
59,133,zO0aFANpDaxX1dC5tMur6IpY,74.95,D6DIN5Rw6kUOhfkJMOUlGbESKyr4OfUdK
60,1213,Wlj5g2OMjuaAnxsy0m4s,18.03,zDiEgoAoriginaljzwQQGIVLSpZFCpBe
61,8726,Htkg83nTnbfpdWuPeRCkkFjR,91.91,MqLZWHcUIx5RfO0UcAs537hj2IJfZUqfam
62,5590,hCnOWY4qvt2YGFrct2NVxRLt,28.40,eUHltigAtkAFNKeUh3nGlwfkleR1q3WdTFuYhTYiniOG9dHk
63,8259,cHIZUWN4c8M6vhhBK,35.92,tsG8GqBgbIQl2F1I87uDty0As0XlYLiOZxMtQwMgNiFVLriKl
64,9886,TECFpx1TC6PzlZ,73.33,SxWG2z7OLU2h6originalGiINcGKpAhoY62reADLa7y9ulzedW
65,3432,KXzv3aJTlBjfmwSXXk8G,61.82,s9tsihjWkKFe2ISe06IO7CUgQqaEn3ZNrKKBmfs6PcG8Rrro
66,6671,Uzflv5GywWy0DTYz,11.52,LUM8SGIEVkAKjsCvIHmpzU1sk9PkV4Ge1vY1LURds
67,1686,cOyggIeFzcsUlP,43.66,tOIiXx1xsmUybuUILTZdRnkCkGNuNeFRrG
68,6286,rXLUoM7fnVpK7BCPRR,66.03,80kmsHO2C6IpjF8UbHd52qo2nr8N6URoriginalNgveNY
69,8019,XEvHlj28rH2mP0e9GzYjrmdT,25.27,YdmO3aaLaW71eynNI8qAzhgKG1
70,9471,BAqC8j8ec4xY2WMr,56.61,LHWjYd2RW3CmGwMPCshfJkTwZsO43qFCbcadlhsvpYDL
71,5475,IuyLjce5K84NCXLYpAULI,8.31,36OsL0MrGrzSdOhweLzjQN71ySc5GBplL13
72,2005,eLmlWVTC7glMGpjqm9tQuHc,30.65,5NfLl6DTtOm2dxMIvi7GjKRVvLy1jBouA3p0V
73,8412,hyRaDMw70o6DQgQ9lu4M,69.80,T64Bh34gRGKUoriginalxl0qrPfNW9MSloayU1ciiinwqgCk5
74,2080,O9P33W8WIUO8Y9wtQYSUX5,49.32,otahHX0CcCmmc3kP3toc1SPZn5PfndiiGSIA
75,3564,4QR31Bq6j9oeE9a4uQYkw2Qh,86.21,QIPpbFhkgoFxMC6840XZ0ermn8D481BwQCyF9
76,4494,cZWDFdaWwDVzFssCB5t9V,24.54,P6tj9ltey3HpjwforiginalBA8
77,8683,01U2JbKr8kidlRLsbkiTJg8,20.08,rYYkm7sxFMySQwZ9BvtayfOGqLUGEE0DOAnigBdTe25lR
78,5559,GyV6f3yx9cOEn9xozV6MO,62.71,PMurcJVUFXW7XaLVnPZdvcR1xP6W
79,5282,wSqdFQHPbOLQeKtKyfRBl,94.56,AQnh5op25E95zt4WrOAe3bUHFwZjRSKdCEVwVY86qVmHhb
80,673,3QoxzVfiKvSAVBtlJ,1.99,L3ylCP4OQgPneVxkRPldq46Oqez94HkEZ3ao5JAdYm
81,5653,Gx3fqt6HydNj0LyyXgfgbF4,37.11,n5ivWfFc4DLjoqjkeZEJRdUYUOB
82,2210,7EAqOYqVzfPshMRWTbSd9C,84.09,4L1ZpLj6XrVdz3eyTAAZScAwyCtskz
83,9376,lhcYCW3sBhkD4FA7cado348N,50.96,m18g6163U0mJwGpd5ubhXMSvsSps
84,7098,AS44xTBCxiWKOoo,67.79,65jyottdYljKb3NMGxE8AHE8NhqWtzqEyEAlRc16a5yGpsVO
85,3924,3U2xyHp9gazz2DJa,99.09,Ttfwp44vEsLZUaqHcUo1vnkosAxiTwHp7MpfYdqd5k1l1IN
86,5405,dqGTnZCg17zQ8RokO,25.73,FPOTFAIYUa6dY5w7S6EbQKfbFtXsEJcbWY
87,2190,p9xytZtWDcUlPMJ3gPutUXr,86.75,tm7irebD5IvVSpNInS1ReE8F6cLKSMmVzs2iD
88,9354,F7D1Jz3Manm5YEmqlB7n0d,56.38,rywnGYHUmp8eo3ZMpbEAFifYMNeO
89,6380,63ZO38BpE9M3iMJ,41.17,n9PLETd3WvBYmsGya3fBwKHlodmvrRNm0WWu6NGt4u
90,9111,UT0EEe35lgaz9aqPZR,85.00,aDKBY4NJsTxdOAvVbixavq1xZF5eT
91,2774,EoExr38zS3nJX9c,57.65,Sm4d1DnqJ6qKaWRkgt3eZi0DAg9YYlkO1Sbmauo5Ddi
92,2228,ZNjiDHRsqAhAALJTQczuItJ,2.06,d4CR2Hx3tD6HWZFNtJnmIDIylczfNW
93,1306,G29kMGlGIS7fPytTYp,72.30,JIllRkpEqo9y0JA59gGbOYrgHU1rV0cf82
94,6275,vfzXJUzY3guPslBGsW,24.20,bjdpiV1dDsm3Gd7G3Ly3rc6Vd5W0VEd82xvLrfVVPx3vgYQ0r
95,3841,hkz2auqfZL7ntVkxaOCpt,44.98,bOUNHEqANvlWSEYrx9H53AKHZp4oLOfAqWcYY6HvVS2u03CVXo
96,3344,olz2KNg2w3oIfX7XliAHQjwk,57.55,QIfN0uDfMaXSQ0RWVeIxscN7vTSmrIoq
97,9822,nAiJtdkl6ZP925,32.98,xjxbwnXnMEK1tVoY5b5h7yiI573iTicGkF
98,7410,U3dMIVPbbH7KVMA,78.82,5YJD7SenMQLfTuzf6gU06h9txAOVpIi6f3
99,8021,Udi6nxHzOOjpzd,58.99,MhnHjpfVtEalbLHxQLcbz8X98ETiJwfb6Lz28i2P4ZTQ
100,9943,lzppM4CCLdn7TZvZhD,28.80,i484TBR9dPJcl81m3GJ2S8HZ4dloe
101,1339,8LtfWW1ykqAAA7,63.58,HIq6QYTpdqLpn3lkGIhpKx5f0MTvOYh1Qp
102,5310,Oio4snovXv0KdsrZ,70.30,lAsYX6HmORnCzyqQVaforiginalySkHpx
103,2418,AvBx5ePuOgazrJrSS1X29t6Z,61.88,yYykuqc4xEmCfh4awdkI1RYtQRiFMPYJOxaRKHT4fo
104,8764,sNhYu0aWhGXcPV4YoYZ,7.76,KGGe0E5pBBe8z9CAmP6WxJnHOWxPXnJ2poDDJLV4g2FVxue
105,4767,3rEIS7fXsx21NTp,17.53,hSin5isBAWW7JPguZ4AxPmU35r
106,4061,Mei8mNgBqB0KBWcd8,71.95,k1kXOAHMDK0DF32VfGHb30Ul8tUat45hH
107,5905,al4dMX2mPKJUI9J1Pmd,46.16,FD343ororiginal3GlfmEEeUUxlh7BJJ
108,387,GHyvvdkoe1wzlKCC,32.60,gSBEKsPisgVJq8tQ9IJ3HduJnpc7AI85pIuiMSy
109,6540,d3r11jkvFTYpdOYkSG,56.38,gsvfDG6sdMZtlMDOWTb4MtV2tqwWGR8rav3zX
110,4596,FXxpc6eM5BKZmFQfZBE,21.42,s8ueRHXYFbjzAtTRIZJHgTftrn4
111,856,XVOmiGDd5bGPpw6zAe2Iq,91.08,5ZSQ4uk1TkQkhjZ2RucvToriginal0EejsJJYF1JvZTj
112,9329,5UJkvcbJvOLizJLT6,78.62,2R7CUb28vpScf203c0lnqMZskj4clR
113,5844,v28OghgV1ejzmmMzk5B,63.18,WVCxfnCAGRT9V6K6dvEdBXYAVRM
114,4574,8VHVkYZUI2JJPhEn,27.79,rLSgTEso8HkQyjirHGNW6fzt9bQT6
115,1408,Fkckf0MQqr5RCR,75.73,lsOVpKVlGhglH5Vb2Ww6WajNLVd9NmImvTc8ZY6J9
116,3768,x2WGM7ZkFOzSW9j4T,9.54,4o32Hl9KJx2b0SYbixCPgg8uw0arNIvAQ2l2R
117,9266,Z37n4VNuRB4XiC80Zw,27.40,PkWlrq4K8wPyAA9kPG9bQQ9N4D0hlW54ef
118,2871,qedzBmkkv1lEURw5Oi6dz,62.79,rOGQJOlUJ6CIOZJpIKTIk2DeJL3mJkolP1
119,4178,Pu6Aqbmw7AH1ccFrOqqB,19.63,ZWuuChqQDO18vkbgRZyXE6TyxMofyuHy48OA0Q4PZzk1uJ
120,3944,UsSZeEInStpWd3,23.27,BfRoaKRVzi1vMj0LoriginalAV45VHW
121,8806,MMYLF2qStskxIm6i,86.72,4XoWM1IM76DJOXWHhXuTmGnJICmLr5xzBw2Zmc1XCDbljKCRM1
122,2866,Gs1XaqVbHogWEiyFfhK1,27.21,gM59adxyXravL2y03iPhfHBWDuRQyrsCRyXuY8Wmo
123,171,w8HxsXXLxCOuDUciCa3UrP3T,18.10,OYzz0hvDW3pWyW1PqG0iCu44co9dDc15
124,5582,DjifIz9Y6tJZQ5,84.38,YHMGCzKBHuoUdzJS3ZwujGpdOZN
125,44,6Qb4qXOgubrT0v7cphT,16.16,a7RSq9LBqSIT4sPgBrZ3zkqwFczPEn92ZUyds9
126,5257,GzZnnTWO85bLeYZ,97.40,vfjfBNzsC1jBDzphORQqSQKE5m9jF
127,8603,KGCDYQ78ajZSoRzDrTxO,87.13,9MUWGkE0oNbrpUcll0V41bWFTseOUqVFQajqFTnGs6KIPh
128,4556,CSvnELzk5CVlsR4HvZDcnwmS,43.76,m5w9yoiUhvbppKBaear67ElzkRmjNTocbqFK
129,5454,qEl6Yr92ONqdQnc3miyMJX,32.01,DT8pNnyv13SGwIU22VNtoyhwPgwcNK784zzVEOSt0gr7eXHj6H
130,9572,ICtug9eQSK28RPj,79.80,CO3BF93UI7ID320fseX6ubBDSwC88kUrDQdUZIcxTVfv
131,5599,KMW2qiELHnMzbbekaCp,34.89,lLlZ1luH59DfpLD9Frm5W8L75TIF0oeupkZjWJldi5e2L
132,5804,Sg3HMD6RmcVDiyQKjKmb,19.24,L2QcWhDbeqgF41yz4SlTaLkhB6xazDBhxrLDpFwiaKqs
133,2883,FlkG42q64javR37iuuBPh3f,11.58,pltBNuX7oZmjuKUc7kNPsar9zzmwNusq9LuHVEOjZQL2o
134,5503,z1u4wLcVM8rchhITrd,22.17,g4orkk5Y3pT3X4SRSYjSJKmO4wy0aghOg3PJDatQY4yL0I3
135,2826,pU7kLdYI6Md3BKvu,69.12,YPLGX9l3Xg2ifXFbTwOYZZlYfu
136,6118,8HhQPYA9alBCysrSQS,11.52,q6irWZOGzD65D5M9gHCLPToR9KbDem
137,1229,sgN8MvQbsV7fbqewucs,39.83,6SbadCBhQ9IPooE7veHZhmumaEvTSFm7pPsOBJJ8aXNNnAKl3
138,5970,5yISDYekIVVZQbfGoI1I,68.32,YUlDqpCRNIhBtPQCQK6uYfsKhU75FdzYkkAzX7pLirCDdyvLT
139,3900,ijVGHt0rVHn4opDv956A,38.36,original0Cht7wRmZw8I688YUa
140,8725,zqtrPl9GjxVOVEu9lV,75.14,X8bQrRwAoriginalsGV6Tv6Q30tbakyGzDxAvMtw
141,250,5L2b3Y1JOpLA3fW,50.24,2VKhEPkyFEOh8LwXUnHekXetGv0
142,1155,nVJCL4ebRJGNPSq8,95.33,sMTlgez98R8g0fLB3oDxrV0z0P
143,8587,F8gYva1umb7c43noey9JNAMc,14.03,XQJASOyyujtQOEWuArpCeqCNowFgsGj5t06k
144,7077,okwmFcTDSyL5gZBo42FA,35.40,3H1qfY9hcLJre68raNJH5q4DVCphWfiTQ3WD2XAkV
145,1780,Q3DOiM2zQ5S1HhNRoNwrQ,89.33,kATKejZRC51BfVfuhZSj8cUBVAYqD7b70mkRTS
146,6017,J8VzIFmThoofoMcvsL,4.83,36OhPc2luFGtHp2n8t4Q9dMxXplep9kIcLL
147,9120,eQTJMQoavvgoSCphDN,58.29,SYQ8HN1rs5Orwc2ev71FL5gKXrHvXJcOmj6
148,6616,67S8FPX40EEinu,42.20,qXVQ4zeOjlvU2hALyXzUfNCUavYD99nq54VXjW9tZR90egFe5
149,9559,vsHLjHc6EHkG0Jj4B5FQ,29.85,CiX6wZAXgIQA6vKuC3eym2NGHsAsDNQN44Ww5RBHKcK
150,7224,gxJ1GVXyOQjltK,63.99,pWACNnl3BnVey6nleQ4cCMjwcexKtU979jMcGsZXW
151,4358,B0KUTpM7xkb55NFlr3DWPxQA,86.99,71vjr9CAVMRNkqj7Jyf6UzzDff7xwk3z29KrkUY4yyxlsH5
152,8779,Vgl4GZ6tGIcbLDyNrJPBz,32.96,ex2vgqfymMibjCixaHC2kotLHA5
153,1527,DdpCeOFnpf1J1s2cCp,53.54,GciCkf53PngZgK30OMvsfNctngdc2yvHADYU
154,6994,ffnV83qn9fgZ8RfVNXAk,22.71,z44ep4212HTAJkaQz8X4yVmScedihe1iBjh7Qz21x9LuVyehg
155,2613,ITsRbv1LMTDt7RhXM8r,68.86,VaOfnyrvNJqNUTYEOkOwreZ00mt
156,5113,v8HSSxDvBXUquVt0F9Hzl5,36.16,ParCSSftdyKwoqICVL3hOI2d3sjlzrBka4Ra4P0Bpt
157,2922,5RxjD37XwL3LyJMQlzG,93.48,1ytAMG0Wa4qwELORidZrLAJWPwt9xMFig4wf
158,4363,L7Bn8I06EOleqy8Nqn,42.82,czL3XgnbMeqYIrHDMKmTtUXt0VOBTNPGvrzBRsPyE
159,7320,SPeqerRJWQboD7UzSanol,39.60,y71WkMs4S3G5TzoGBRfFfDPzEUtSejVnXKdqpNIk
160,3305,Lp21YZ5nLMUgAmEnv2FAZAOE,70.05,H2PDQUQ9mULHBo7lkccXW3N3pDfKA
161,8361,PBTCyD18nqbE9z,65.27,0uBaFU7fGbre0Nu5dhtfeP6myzwrqnk5b4ZTyW51hNMNK
162,7485,uq18FZvZoDXQxN,82.20,YezNmm9WgObarPg71J30BUYZcixCfUmwsFzFIQ0HA2beq75c
163,2758,3cHNDiN6QiQxIU,92.50,lqoXGWLvzp0Bv6vmSVjfqhSir0XyJUMQ5g
164,3202,GGTaIfdq5L3Qcd1vA2uxfs,75.52,oOEiCOcnNbU2Xb71IsGgAnJr5lSsBtfe5Dgoep8G3sAtu3CF
165,6204,2shuFDYFR0C4HTSRMTP2vzMh,93.77,gRQ6CIiaCNNdfOpw2YmDLR2SOL11zJf8
166,8815,9v0tyDGU6X94zF5mD5W2FJ6C,58.52,F5zMd9LTNTd0BQ9WLxzfD0602HrBdvu1QkMEkjzFeI9iEFI4z
167,62,N8ekOSP9sOHiKAdh,62.14,mMRBCGCPatMKRnpDMAPxcYhtF4lFlZBPNaw6M
168,3315,Hq5MnEHgosWMpIYGT,22.46,uyORNmZ0WUws3u3fFuKKFgk4QKKZ8gYz17Dg
169,8660,5CooZtRFL2W0vbxRTnHIQ,68.26,750Ne1dQeteiDFt7dF7sLjEIwF
170,6594,GhHenUWcOQmGsbX9cyTa,40.38,lruQESfUVy0pNj4qbNKYINmY6s
171,7518,dfK61QUUKmcldtaKKcj1LlMu,26.42,n3SmV0Sl7eQDUOq1SmV2GSyC0GVVsRd4gx1oW7
172,3546,Wv5FcR8zWWXKtjs4rQ1,19.80,OCkMpZrhl6f7dSlGgPpKxHzZtJGciBr
173,3369,zlPNZcrzbbgSiX4vNYhe4tja,50.71,KeaJ7Pg4tEokvV3qSp4v93TOrYTqu
174,6296,ivKEzXLLPmnqk1PZd0,35.17,CYRIzB7Atq7uAC2iNAu7NRIAFXjZgE
175,9509,RXZurl4768Rivm9BgUmho12E,54.87,ZkgttdBJtlxnnCOjGsAqysqzAA0Np8HyegAKSRwsCo
176,315,HRmC6HjeBhjjvfrCVrDHe8Y7,53.52,6KCJxTGIceLnyzCSyx0E1JH1B0YP
177,4301,YocHtI6fmX6sryE7sjwuDr,49.75,iD7vkuyKIqbD1MIJPgC7EqAEjRcR24p9TsMw
178,9418,VEOj1LSBTCIp5CXhQysy,81.06,DS5hPUM9LgjqsXxgtBnxUcZxmPfWvO
179,7091,FnhXa9ttzuow5ziBye94kcQ,20.63,jo2dHjnGCOZhz6LE0WjH2UvpQvhDyKbe4QHT7s
180,4336,nLhWzNqhLqZMgGa4FW2Wg3W,20.82,M3iRKLDHIlurHLEakYsZ59Mn5hCE8yjI9
181,9124,kZVfk65afOWYvYGD,40.04,NoIpD6fAnHTTuKkdJJf2gELti0owV6zbGDPKpv
182,9733,j53uzPXlen7g2VGE8Oz,33.80,YP0uPa6DqA938oxoriginaloFgbe5s47NwryGu
183,3622,OzELV3VzhSEdFrrSEMDA1n7S,78.37,uCAz9ckYOg2QULAoqvoD8OjgE3yQZBoxFEgl4QMIj6oCQagLD
184,9623,3bjz95OoFKS9TJj,57.77,HJHmhnEHCTDXqwOhJiM8I7hlGQGcEfF2VMN
185,446,dTpkjHmh6jfVIoCu1ZOKsx,32.53,xdiY941P05Hg1Laf5Db4YdxJ52bNAQMipMOA41daes
186,7967,an44KR1GDwHQDzCw6dsU0v,11.45,IbEiUabnvFoasVuARo8DD6XfldqZRYH3SmE60Xl
187,8948,rmXxQGzv4MLdly11iYK1tco,30.74,390qjGOFMq4QTGLzfPeYk1gvXBIrtw
188,3215,6cDn80JUHd0bZFGcbVlTa,89.86,J8lBg9mb4DXl2HLjZFewkGH0RNWZiSck
189,4990,wmzzVViDIiCQtNo13,31.52,hbKDaI0amds4WFqD0oVG5ARXdUtUQDrfuUGqtKD
190,1822,i5pme7AwcLSmkM8qDS7,10.67,06UzQaH5Kboriginal3F58su30b0hKT1BSRapNMvuHOHIYU
191,291,IPhjtb9IGeZmF3PWJy,27.70,KoEu847evloriginalzyGoF6EuOtMAnTcHlm5nUdeFAD
192,5626,d4JgXaAcZ3nuCirAgtAYZ3PL,97.41,vJkGoWgKQgAki5ag544tFvnCtY5kpkSQ9xt2
193,8892,KCFHdjMiv2T5rUrnQn,82.66,FruDLAbCb25tk3POWffOnNRAfnYq4RuvmLtgJpvSU7mEBWO1F0
194,6130,kLomCivWw6236GRcVDCiZD4J,94.77,DcWeOTjRT0SGKT0XE6n6rTnmmcU1PYl9PbblzPKUmorbb1Zxo
195,468,8UNx9vNbs1c41NIU,10.60,AfXUKYDlzviSuxCVSztEkyPTl9t
196,9227,Tji68EtoBY4p7vDXEP,81.89,2nlwRJGHZ5WfSO1VS6EXPuuzwVYZmfZdjUBBJUnHrd
197,8552,RhL734e0iO0LVbQmUqy,33.29,K5UKMIGcdEWk1PMRUXjGLNfLN1QgFDK
198,6242,HwTSYqd2OxHuXgcbWtF,30.68,Q26ChGCOXfB75nW0Cio1cvFA2JEBVk
199,9864,aEZ43BSMeGROMVovhvsJV,89.15,HfTSEvhojScKCzoftjDcdGFlpsoO7jAfneY4
200,4588,8HDKyRcVdXjiz9msaHYhEn9,93.10,2csajbv8fEW2eM4L0KlFAIY1qdO2sohaQF0C7YM
201,7875,oSYVa8njdyhxY37nUTgoKxx,71.88,pF6hn5kGFN4RAnShhfRtwxylMWCo5PSjHG0KN4R0omd1zQyC
202,5539,oYwz5NG8Mr6Z3tnI1wG6,56.89,p4p4T39BrA3z44Fs9dpmrrS4YpnSBsMoHfI
203,2033,9E7xO0K9OVVJUFVct,47.09,im3kckKS11te4eFlkv2u5vSRQwFC5mWCqwMrwFWP
204,6398,cDgZ7KBcVmTs221W9giDRe,13.49,Rprt55GPwx6gWiHWIHpaJ4mQImW5
205,2997,JcZW7fwBYRbp8wV1s,99.46,xBLu3fFz0dt8ahWI4FZqS3IeQyOX5b
206,5811,ZxJp9pjx4z2PrS52pELVTST,77.88,gUrZaP56ChEuEDsasLcRObFqr4AdIxTEvFk
207,3238,NEG4sQfOPh8xR54jOqK,94.50,jqYVWqcaj6i7s2Q2lL8dOebNLuf77uNcuOPR3glg4rWXb4
208,8234,1OtywAEG3LochWHS0JR,43.20,fTSAdIthZCqFeToriginalqxrJo0PAYNMumh3
209,6983,f4sRVi2APtcorFWB,83.14,VQNjYTrLQgWTRYcxNaYYNEQwYUwwWRTGXq8Z
210,6354,D4VE6kLp0P1eWrF8Bp6pQSbO,4.78,pRlOMWicVYxnZ9Y2lbvsoUl2aWKurFFK
211,9758,rJ0CjxFeL3DwwVTdSLzE5,92.29,7XUEQQhBxstW7CNN9Zqul6Y22A
212,6084,KGYU0D8Tf63qlwCU7,87.76,YKD4GoKp0XWlxoriginal6OQulfFoAAB5ciU09xqfd0KZw0Pb
213,91,xGh6g2iAsHyzoznXLipC,37.11,PlwyxIPOjsN26rx7uBO8GX06SvPRZlvviWdL1lwp1Zr5
214,7541,U9c1PtJMFXgkaxB8zILLUPU,45.63,9ugjgpdMdAzjT0qxqn6I24R1bJst2XJjW3u1CZwr
215,7332,wOPnKr4ugE2zKuDO9O,43.49,wAnDAsmz0zFK1EPijcwzBykpWPK6wSXxnUR7008rCVooy
216,1303,97dDXh6DjvYemV7h7XC1w,91.55,e0zOelUkHmSDc4aQib8dT5esb33gAjW
